age,salary,rupiah_salary_month,education,dependents,house_ownership,expenses,rupiah_expenses,savings,rupiah_savings,employment_status,vehicle_ownership,area,investment,rupiah_investment,debt,rupiah_debt
21,33.33," Rp33,330,000 ",SHS,3,Owned,1.8," Rp1,800,000 ",2.85," Rp2,850,000 ",Employment,No Vehicle,Rural,7.64," Rp7,640,000 ",2.41," Rp2,410,000.00 "
35,2.42," Rp2,420,000 ",Bachelor,2,Owned,1.79," Rp1,790,000 ",26.78," Rp26,780,000 ",Student,Car,Suburban,2.16," Rp2,160,000 ",0.34," Rp340,000.00 "
44,19.2," Rp19,200,000 ",Bachelor,0,Owned,10.97," Rp10,970,000 ",40.74," Rp40,740,000 ",Retired,Motorcycle,Suburban,9.65," Rp9,650,000 ",17.24," Rp17,240,000.00 "
60,3.53," Rp3,530,000 ",Bachelor,3,Contract,3.95," Rp3,950,000 ",6.18," Rp6,180,000 ",Student,Motorcycle and Car,Suburban,21.38," Rp21,380,000 ",1.31," Rp1,310,000.00 "
49,5.57," Rp5,570,000 ",ES,1,Leased,6.48," Rp6,480,000 ",9.19," Rp9,190,000 ",Retired,Motorcycle and Car,Rural,8.64," Rp8,640,000 ",5.48," Rp5,480,000.00 "
50,2.38," Rp2,380,000 ",Bachelor,1,Contract,2.43," Rp2,430,000 ",17.86," Rp17,860,000 ",Retired,Motorcycle,Suburban,5.84," Rp5,840,000 ",4.5," Rp4,500,000.00 "
45,4.37," Rp4,370,000 ",Bachelor,1,Leased,3.6," Rp3,600,000 ",40.54," Rp40,540,000 ",Retired,Car,Suburban,6.42," Rp6,420,000 ",0.91," Rp910,000.00 "
59,1.39," Rp1,390,000 ",Diploma,2,Leased,1.52," Rp1,520,000 ",47.67," Rp47,670,000 ",Unemployment,Car,Urban,5.18," Rp5,180,000 ",1.18," Rp1,180,000.00 "
58,1.18," Rp1,180,000 ",Bachelor,1,Leased,0.99," Rp990,000 ",15.29," Rp15,290,000 ",Student,Motorcycle,Rural,2.69," Rp2,690,000 ",14.08," Rp14,080,000.00 "
53,4.16," Rp4,160,000 ",Master,0,Leased,1.81," Rp1,810,000 ",21.46," Rp21,460,000 ",Self-Employment,Motorcycle,Urban,4.78," Rp4,780,000 ",28.23," Rp28,230,000.00 "
23,3.54," Rp3,540,000 ",SHS,3,Leased,1.12," Rp1,120,000 ",9.36," Rp9,357,356 ",Student,Motorcycle,Urban,5.48," Rp5,480,000 ",2.29," Rp2,290,000.00 "
33,1.74," Rp1,740,000 ",ES,0,Owned,1.66," Rp1,660,000 ",5.26," Rp5,260,000 ",Student,No Vehicle,Rural,11.67," Rp11,670,000 ",3.47," Rp3,470,000.00 "
51,6.82," Rp6,820,000 ",SHS,3,Owned,6.66," Rp6,660,000 ",34.88," Rp34,880,000 ",Retired,Motorcycle,Urban,3.83," Rp3,830,000 ",3.67," Rp3,670,000.00 "
40,25.74," Rp25,740,000 ",ES,1,Owned,29.17," Rp29,170,000 ",6.07," Rp6,070,000 ",Student,Motorcycle,Urban,4.73," Rp4,730,000 ",2.37," Rp2,368,758.34 "
67,3.52," Rp3,520,000 ",SHS,2,Owned,3.67," Rp3,670,000 ",17.4," Rp17,400,000 ",Retired,Motorcycle,Rural,9.75," Rp9,750,000 ",3.14," Rp3,136,885.61 "
59,5.9," Rp5,900,000 ",Diploma,1,Owned,5.17," Rp5,170,000 ",54.56," Rp54,560,000 ",Employment,Motorcycle,Rural,15.59," Rp15,590,000 ",1.82," Rp1,820,000.00 "
41,17.48," Rp17,480,000 ",SHS,2,Owned,8.24," Rp8,240,000 ",14.33," Rp14,330,000 ",Retired,No Vehicle,Urban,0.00, Rp-   ,2.89," Rp2,890,000.00 "
66,9.91," Rp9,910,000 ",Bachelor,2,Contract,8.27," Rp8,270,000 ",1.96," Rp1,960,000 ",Employment,Motorcycle,Suburban,9.12," Rp9,120,000 ",10.66," Rp10,660,000.00 "
30,43.25," Rp43,250,000 ",Bachelor,4,Parents,2.84," Rp2,840,000 ",45.23," Rp45,230,000 ",Self-Employment,Motorcycle and Car,Urban,6.13," Rp6,130,000 ",3.60," Rp3,602,588.00 "
35,7.69," Rp7,690,000 ",SHS,2,Leased,3.91," Rp3,910,000 ",8.53," Rp8,527,800 ",Retired,Motorcycle and Car,Rural,10.82," Rp10,820,000 ",1.75," Rp1,750,000.00 "
30,1.69," Rp1,690,000 ",Master,4,Contract,1.72," Rp1,720,000 ",1.48," Rp1,480,000 ",Retired,Car,Urban,0.31," Rp310,000 ",0.33," Rp330,000.00 "
66,4.59," Rp4,590,000 ",ES,0,Leased,8.57," Rp8,570,822 ",0.21," Rp210,000 ",Retired,No Vehicle,Urban,0.00, Rp-   ,0.73," Rp730,000.00 "
54,2.64," Rp2,640,000 ",Bachelor,1,Contract,2.29," Rp2,290,000 ",6.06," Rp6,060,000 ",Unemployment,Car,Rural,3.68," Rp3,680,000 ",2.48," Rp2,480,000.00 "
60,1.88," Rp1,880,000 ",Bachelor,2,Owned,1.6," Rp1,600,000 ",2.56," Rp2,560,000 ",Self-Employment,Car,Suburban,0.00, Rp-   ,2.93," Rp2,930,000.00 "
56,3.78," Rp3,780,000 ",SHS,1,Leased,2.17," Rp2,170,000 ",19.8," Rp19,800,000 ",Student,Motorcycle and Car,Rural,3.43," Rp3,430,000 ",3.27," Rp3,270,000.00 "
59,1.7," Rp1,700,000 ",SHS,3,Owned,1.17," Rp1,170,000 ",18.16," Rp18,160,000 ",Employment,Motorcycle,Urban,2.0," Rp2,000,000 ",0.34," Rp340,000.00 "
34,7.0," Rp7,000,000 ",SHS,2,Owned,2.83," Rp2,830,000 ",36.76," Rp36,760,000 ",Retired,Motorcycle,Urban,2.78," Rp2,780,000 ",0.2," Rp200,000.00 "
32,4.05," Rp4,050,000 ",Bachelor,2,Leased,5.15," Rp5,148,481 ",14.4," Rp14,400,000 ",Employment,Motorcycle,Urban,13.59," Rp13,590,000 ",4.88," Rp4,880,000.00 "
35,4.79," Rp4,790,000 ",Bachelor,5,Owned,1.49," Rp1,490,000 ",5.84," Rp5,840,000 ",Student,Motorcycle,Suburban,4.7," Rp4,700,000 ",0.88," Rp880,000.00 "
40,1.79," Rp1,790,000 ",SHS,1,Owned,0.82," Rp820,000 ",1.03," Rp1,030,000 ",Student,Motorcycle,Urban,12.91," Rp12,910,000 ",5.33," Rp5,330,000.00 "
68,1.75," Rp1,750,000 ",Diploma,2,Leased,1.89," Rp1,890,000 ",0.21," Rp210,000 ",Student,No Vehicle,Urban,13.93," Rp13,930,000 ",0.81," Rp810,000.00 "
47,5.38," Rp5,380,000 ",JHS,2,Contract,4.14," Rp4,140,000 ",52.01," Rp52,010,000 ",Self-Employment,Car,Rural,0.2," Rp200,000 ",3.98," Rp3,980,000.00 "
51,22.0," Rp22,000,000 ",SHS,1,Leased,8.92," Rp8,920,000 ",3.12," Rp3,120,000 ",Unemployment,Motorcycle and Car,Urban,28.02," Rp28,020,000 ",1.6," Rp1,600,000.00 "
21,39.27," Rp39,270,000 ",Doctoral,3,Contract,1.68," Rp1,680,000 ",13.83," Rp13,830,000 ",Unemployment,Motorcycle,Suburban,1.05," Rp1,050,000 ",1.12," Rp1,120,000.00 "
20,2.68," Rp2,680,000 ",Bachelor,1,Leased,2.18," Rp2,180,000 ",31.67," Rp31,670,000 ",Self-Employment,Car,Suburban,6.38," Rp6,380,000 ",1.25," Rp1,250,000.00 "
24,11.18," Rp11,180,000 ",Master,2,Owned,3.63," Rp3,630,000 ",52.8," Rp52,800,000 ",Employment,Motorcycle,Urban,30.03," Rp30,030,000 ",2.79," Rp2,790,000.00 "
35,1.38," Rp1,380,000 ",Bachelor,2,Owned,1.36," Rp1,360,000 ",4.51," Rp4,510,000 ",Student,Motorcycle,Suburban,1.72," Rp1,720,000 ",3.89," Rp3,890,000.00 "
59,11.43," Rp11,430,000 ",Master,2,Contract,8.3," Rp8,300,000 ",5.28," Rp5,280,000 ",Unemployment,Motorcycle and Car,Urban,2.13," Rp2,130,000 ",8.71," Rp8,710,000.00 "
24,4.71," Rp4,710,000 ",JHS,2,Contract,3.67," Rp3,670,000 ",3.96," Rp3,960,000 ",Retired,Motorcycle and Car,Urban,2.67," Rp2,670,000 ",6.49," Rp6,490,000.00 "
57,3.62," Rp3,620,000 ",JHS,1,Contract,3.08," Rp3,080,000 ",3.46," Rp3,460,000 ",Self-Employment,Motorcycle,Urban,17.74," Rp17,740,000 ",1.19," Rp1,190,000.00 "
23,2.85," Rp2,850,000 ",ES,2,Contract,1.1," Rp1,100,000 ",12.14," Rp12,140,000 ",Retired,Motorcycle,Rural,18.4," Rp18,400,000 ",2.85," Rp2,850,000.00 "
39,2.76," Rp2,760,000 ",Bachelor,4,Leased,3.18," Rp3,180,000 ",8.61," Rp8,611,417 ",Student,Motorcycle,Rural,0.00, Rp-   ,0.16," Rp160,000.00 "
18,2.82," Rp2,820,000 ",Diploma,1,Leased,1.49," Rp1,490,000 ",24.5," Rp24,500,000 ",Retired,Motorcycle,Suburban,7.04," Rp7,040,000 ",4.22," Rp4,220,000.00 "
21,11.81," Rp11,810,000 ",JHS,1,Leased,10.15," Rp10,150,000 ",7.93," Rp7,930,000 ",Self-Employment,Motorcycle,Rural,23.25," Rp23,250,000 ",6.09," Rp6,090,000.00 "
63,7.43," Rp7,430,000 ",Bachelor,2,Leased,7.95," Rp7,950,000 ",19.55," Rp19,550,000 ",Student,Motorcycle and Car,Rural,3.14," Rp3,140,000 ",6.78," Rp6,780,000.00 "
66,6.54," Rp6,540,000 ",SHS,3,Owned,3.92," Rp3,920,000 ",0.05," Rp50,000 ",Student,Car,Suburban,9.42," Rp9,420,000 ",0.66," Rp660,000.00 "
69,9.02," Rp9,020,000 ",JHS,6,Contract,7.61," Rp7,607,508 ",43.83," Rp43,830,000 ",Unemployment,No Vehicle,Urban,5.59," Rp5,590,000 ",3.47," Rp3,470,000.00 "
67,2.49," Rp2,490,000 ",SHS,1,Leased,9.91," Rp9,912,248 ",40.77," Rp40,770,000 ",Unemployment,Motorcycle,Urban,3.39," Rp3,390,000 ",10.72," Rp10,720,000.00 "
60,5.81," Rp5,810,000 ",ES,5,Leased,6.2," Rp6,200,000 ",15.71," Rp15,710,000 ",Employment,Motorcycle,Urban,14.38," Rp14,380,000 ",1.02," Rp1,020,000.00 "
46,4.08," Rp4,080,000 ",SHS,1,Contract,4.09," Rp4,090,000 ",8.87," Rp8,872,113 ",Employment,No Vehicle,Suburban,13.3," Rp13,300,000 ",0.38," Rp380,000.00 "
38,8.63," Rp8,630,000 ",SHS,6,Owned,6.0," Rp6,000,000 ",71.67," Rp71,670,000 ",Student,Motorcycle,Suburban,13.82," Rp13,820,000 ",2.63," Rp2,629,350.45 "
43,2.85," Rp2,850,000 ",Bachelor,1,Owned,2.01," Rp2,010,000 ",33.28," Rp33,280,000 ",Retired,No Vehicle,Suburban,9.12," Rp9,120,000 ",0.55," Rp550,000.00 "
31,6.15," Rp6,150,000 ",Bachelor,1,Leased,4.53," Rp4,530,000 ",0.34," Rp340,000 ",Employment,Motorcycle,Suburban,4.11," Rp4,110,000 ",0.3," Rp300,000.00 "
26,11.69," Rp11,690,000 ",SHS,5,Contract,10.77," Rp10,770,000 ",12.68," Rp12,680,000 ",Unemployment,Motorcycle,Urban,11.14," Rp11,140,000 ",3.43," Rp3,430,023.66 "
64,3.57," Rp3,570,000 ",Bachelor,3,Contract,1.53," Rp1,530,000 ",2.15," Rp2,150,000 ",Self-Employment,No Vehicle,Urban,2.25," Rp2,250,000 ",2.29," Rp2,290,000.00 "
29,1.34," Rp1,340,000 ",Diploma,0,Contract,9.82," Rp9,816,131 ",2.84," Rp2,840,000 ",Self-Employment,Car,Suburban,2.86," Rp2,860,000 ",6.81," Rp6,810,000.00 "
59,4.63," Rp4,630,000 ",SHS,1,Contract,1.46," Rp1,460,000 ",0.03," Rp30,000 ",Employment,No Vehicle,Suburban,31.57," Rp31,570,000 ",0.38," Rp380,000.00 "
68,3.12," Rp3,120,000 ",Bachelor,5,Owned,1.41," Rp1,410,000 ",23.28," Rp23,280,000 ",Student,Motorcycle,Urban,7.85," Rp7,850,000 ",18.32," Rp18,320,000.00 "
68,6.58," Rp6,580,000 ",Diploma,2,Leased,4.83," Rp4,830,000 ",5.82," Rp5,820,000 ",Unemployment,Motorcycle and Car,Rural,12.59," Rp12,590,000 ",0.06," Rp60,000.00 "
23,16.08," Rp16,080,000 ",Diploma,1,Owned,8.47," Rp8,470,000 ",5.24," Rp5,238,196 ",Student,No Vehicle,Urban,6.08," Rp6,080,000 ",8.22," Rp8,220,000.00 "
37,46.26," Rp46,260,000 ",Diploma,1,Parents,2.72," Rp2,720,000 ",0.96," Rp960,000 ",Student,No Vehicle,Suburban,0.02," Rp20,000 ",0.03," Rp30,000.00 "
41,4.14," Rp4,140,000 ",Diploma,2,Owned,2.48," Rp2,480,000 ",0.16," Rp160,000 ",Retired,No Vehicle,Rural,7.14," Rp7,140,000 ",1.45," Rp1,450,000.00 "
44,6.32," Rp6,320,000 ",SHS,3,Owned,3.43," Rp3,430,000 ",31.47," Rp31,470,000 ",Retired,Motorcycle,Rural,7.76," Rp7,760,000 ",13.51," Rp13,510,000.00 "
55,1.55," Rp1,550,000 ",Bachelor,4,Leased,1.0," Rp1,000,000 ",21.66," Rp21,660,000 ",Unemployment,Motorcycle,Suburban,0.00, Rp-   ,2.85," Rp2,850,000.00 "
25,46.01," Rp46,010,000 ",JHS,0,Owned,1.86," Rp1,860,000 ",9.64," Rp9,640,000 ",Self-Employment,Motorcycle,Suburban,2.38," Rp2,380,000 ",2.09," Rp2,090,000.00 "
18,13.57," Rp13,570,000 ",Bachelor,3,Contract,8.38," Rp8,384,775 ",1.45," Rp1,450,000 ",Self-Employment,Motorcycle,Urban,1.34," Rp1,340,000 ",5.35," Rp5,350,000.00 "
66,6.54," Rp6,540,000 ",SHS,0,Parents,6.74," Rp6,740,000 ",29.91," Rp29,910,000 ",Employment,Motorcycle,Rural,21.4," Rp21,400,000 ",7.29," Rp7,290,000.00 "
66,1.07," Rp1,070,000 ",JHS,1,Owned,0.62," Rp620,000 ",52.17," Rp52,170,000 ",Employment,Motorcycle,Urban,0.31," Rp310,000 ",12.53," Rp12,530,000.00 "
41,2.14," Rp2,140,000 ",Diploma,1,Leased,1.18," Rp1,180,000 ",14.99," Rp14,990,000 ",Student,Motorcycle,Suburban,14.26," Rp14,260,000 ",12.15," Rp12,150,000.00 "
64,32.85," Rp32,850,000 ",SHS,1,Owned,5.08," Rp5,080,000 ",2.99," Rp2,990,000 ",Employment,Motorcycle,Urban,0.00, Rp-   ,5.99," Rp5,990,000.00 "
24,8.23," Rp8,230,000 ",Bachelor,3,Contract,2.82," Rp2,820,000 ",21.14," Rp21,140,000 ",Unemployment,Motorcycle,Suburban,0.03," Rp30,000 ",0.23," Rp230,000.00 "
36,10.16," Rp10,160,000 ",SHS,2,Leased,4.07," Rp4,070,000 ",1.48," Rp1,480,000 ",Employment,Motorcycle,Urban,0.00, Rp-   ,1.85," Rp1,850,000.00 "
39,2.73," Rp2,730,000 ",Diploma,2,Owned,2.79," Rp2,790,000 ",3.62," Rp3,620,000 ",Self-Employment,Motorcycle,Suburban,37.97," Rp37,970,000 ",1.8," Rp1,800,000.00 "
52,14.37," Rp14,370,000 ",SHS,3,Leased,10.7," Rp10,700,000 ",12.73," Rp12,730,000 ",Self-Employment,Motorcycle,Urban,5.98," Rp5,980,000 ",1.94," Rp1,940,000.00 "
47,5.03," Rp5,030,000 ",JHS,2,Owned,1.81," Rp1,810,000 ",5.73," Rp5,730,000 ",Self-Employment,Motorcycle,Urban,3.19," Rp3,190,000 ",0.56," Rp560,000.00 "
46,6.96," Rp6,960,000 ",SHS,3,Leased,4.85," Rp4,850,000 ",53.25," Rp53,250,000 ",Retired,Motorcycle,Rural,25.26," Rp25,260,000 ",0.21," Rp210,000.00 "
39,5.54," Rp5,540,000 ",Diploma,0,Leased,3.65," Rp3,650,000 ",33.1," Rp33,100,000 ",Retired,Motorcycle,Urban,0.84," Rp840,000 ",1.32," Rp1,320,000.00 "
28,1.65," Rp1,650,000 ",Diploma,0,Owned,0.86," Rp860,000 ",6.48," Rp6,480,000 ",Employment,Motorcycle,Rural,14.14," Rp14,140,000 ",4.38," Rp4,380,000.00 "
37,17.5," Rp17,500,000 ",Diploma,4,Parents,11.11," Rp11,110,000 ",66.37," Rp66,370,000 ",Self-Employment,Motorcycle and Car,Urban,0.00, Rp-   ,0.02," Rp20,000.00 "
46,1.66," Rp1,660,000 ",Doctoral,1,Contract,0.78," Rp780,000 ",9.51," Rp9,510,000 ",Employment,Motorcycle,Suburban,0.00, Rp-   ,10.93," Rp10,930,000.00 "
68,2.47," Rp2,470,000 ",Diploma,4,Leased,1.74," Rp1,740,000 ",16.8," Rp16,800,000 ",Unemployment,Motorcycle,Rural,1.49," Rp1,490,000 ",12.71," Rp12,710,000.00 "
58,9.4," Rp9,400,000 ",Master,5,Leased,6.28," Rp6,280,000 ",16.6," Rp16,600,000 ",Employment,Motorcycle,Suburban,0.49," Rp490,000 ",4.76," Rp4,760,000.00 "
59,5.82," Rp5,820,000 ",JHS,1,Owned,4.93," Rp4,930,000 ",20.97," Rp20,970,000 ",Student,No Vehicle,Urban,11.41," Rp11,410,000 ",0.26," Rp260,000.00 "
51,10.11," Rp10,110,000 ",ES,2,Leased,11.61," Rp11,610,000 ",5.58," Rp5,580,000 ",Student,Motorcycle,Urban,4.74," Rp4,740,000 ",19.48," Rp19,480,000.00 "
18,4.63," Rp4,630,000 ",SHS,5,Owned,2.16," Rp2,160,000 ",51.03," Rp51,030,000 ",Unemployment,Motorcycle,Suburban,0.00, Rp-   ,4.82," Rp4,820,000.00 "
48,3.37," Rp3,370,000 ",JHS,1,Owned,2.28," Rp2,280,000 ",6.18," Rp6,180,000 ",Self-Employment,No Vehicle,Suburban,8.24," Rp8,240,000 ",3.78," Rp3,780,000.00 "
47,13.75," Rp13,750,000 ",SHS,1,Owned,11.08," Rp11,080,000 ",21.86," Rp21,860,000 ",Self-Employment,Car,Rural,0.56," Rp560,000 ",3.24," Rp3,240,000.00 "
65,1.18," Rp1,180,000 ",SHS,4,Contract,0.93," Rp930,000 ",9.91," Rp9,914,040 ",Unemployment,Motorcycle,Urban,1.52," Rp1,520,000 ",0.7," Rp700,000.00 "
35,10.69," Rp10,690,000 ",Diploma,1,Contract,7.60," Rp7,601,716 ",42.66," Rp42,660,000 ",Unemployment,Car,Suburban,22.9," Rp22,900,000 ",7.99," Rp7,990,000.00 "
34,2.31," Rp2,310,000 ",Bachelor,2,Leased,1.25," Rp1,250,000 ",12.21," Rp12,210,000 ",Unemployment,No Vehicle,Suburban,0.73," Rp730,000 ",3.42," Rp3,420,000.00 "
55,33.92," Rp33,920,000 ",Bachelor,1,Parents,9.09," Rp9,090,000 ",24.87," Rp24,870,000 ",Student,No Vehicle,Suburban,7.75," Rp7,750,000 ",0.1," Rp100,000.00 "
31,1.75," Rp1,750,000 ",Bachelor,2,Owned,0.84," Rp840,000 ",1.79," Rp1,790,000 ",Retired,No Vehicle,Suburban,0.00, Rp-   ,0.83," Rp830,000.00 "
40,5.34," Rp5,340,000 ",JHS,1,Owned,2.2," Rp2,200,000 ",8.50," Rp8,503,491 ",Employment,Motorcycle and Car,Rural,12.66," Rp12,660,000 ",2.58," Rp2,576,251.24 "
42,11.95," Rp11,950,000 ",SHS,6,Owned,12.53," Rp12,530,000 ",28.18," Rp28,180,000 ",Self-Employment,Car,Urban,1.51," Rp1,510,000 ",12.3," Rp12,300,000.00 "
32,4.21," Rp4,210,000 ",SHS,2,Contract,6.00," Rp6,000,902 ",10.57," Rp10,570,000 ",Unemployment,Motorcycle,Urban,1.98," Rp1,980,000 ",3.08," Rp3,080,000.00 "
63,7.86," Rp7,860,000 ",JHS,4,Contract,5.17," Rp5,170,000 ",7.52," Rp7,520,000 ",Student,Motorcycle,Urban,3.32," Rp3,320,000 ",14.12," Rp14,120,000.00 "
39,9.17," Rp9,170,000 ",SHS,2,Leased,10.41," Rp10,410,000 ",9.57," Rp9,570,000 ",Unemployment,Motorcycle,Rural,0.03," Rp30,000 ",1.61," Rp1,610,000.00 "
20,7.67," Rp7,670,000 ",Diploma,0,Owned,7.2," Rp7,200,000 ",1.9," Rp1,900,000 ",Retired,Motorcycle,Urban,7.43," Rp7,430,000 ",2.95," Rp2,948,037.65 "
36,13.97," Rp13,970,000 ",JHS,2,Owned,12.7," Rp12,700,000 ",20.31," Rp20,310,000 ",Self-Employment,Motorcycle,Suburban,35.34," Rp35,340,000 ",15.53," Rp15,530,000.00 "
61,3.96," Rp3,960,000 ",Bachelor,3,Owned,1.88," Rp1,880,000 ",48.84," Rp48,840,000 ",Retired,Car,Suburban,11.87," Rp11,870,000 ",6.22," Rp6,220,000.00 "
51,1.95," Rp1,950,000 ",Bachelor,1,Leased,0.95," Rp950,000 ",21.92," Rp21,920,000 ",Employment,Motorcycle,Urban,30.48," Rp30,480,000 ",7.07," Rp7,070,000.00 "
52,1.24," Rp1,240,000 ",Bachelor,2,Owned,0.91," Rp910,000 ",17.37," Rp17,370,000 ",Self-Employment,Motorcycle,Suburban,1.4," Rp1,400,000 ",0.12," Rp120,000.00 "
67,2.41," Rp2,410,000 ",SHS,3,Leased,2.14," Rp2,140,000 ",93.56," Rp93,560,000 ",Employment,Car,Urban,2.76," Rp2,760,000 ",1.31," Rp1,310,000.00 "
18,1.77," Rp1,770,000 ",Bachelor,2,Owned,1.16," Rp1,160,000 ",15.61," Rp15,610,000 ",Unemployment,No Vehicle,Rural,4.27," Rp4,270,000 ",1.08," Rp1,080,000.00 "
69,5.08," Rp5,080,000 ",SHS,1,Leased,1.82," Rp1,820,000 ",5.33," Rp5,332,941 ",Employment,No Vehicle,Rural,13.57," Rp13,570,000 ",16.02," Rp16,020,000.00 "
38,2.02," Rp2,020,000 ",SHS,1,Contract,1.85," Rp1,850,000 ",24.39," Rp24,390,000 ",Retired,Car,Suburban,55.12," Rp55,120,000 ",2.63," Rp2,630,000.00 "
46,1.2," Rp1,200,000 ",SHS,2,Leased,1.2," Rp1,200,000 ",14.74," Rp14,740,000 ",Unemployment,Motorcycle,Suburban,19.41," Rp19,410,000 ",4.6," Rp4,600,000.00 "
23,1.18," Rp1,180,000 ",JHS,1,Owned,1.36," Rp1,360,000 ",71.58," Rp71,580,000 ",Employment,Motorcycle,Rural,8.82," Rp8,820,000 ",1.57," Rp1,570,000.00 "
54,9.91," Rp9,910,000 ",ES,4,Owned,6.62," Rp6,620,000 ",45.65," Rp45,650,000 ",Student,Motorcycle,Urban,0.00, Rp-   ,1.47," Rp1,470,000.00 "
18,5.48," Rp5,480,000 ",Bachelor,2,Contract,8.48," Rp8,478,902 ",58.69," Rp58,690,000 ",Student,Motorcycle,Suburban,14.71," Rp14,710,000 ",2.71," Rp2,710,000.00 "
68,3.22," Rp3,220,000 ",ES,3,Owned,3.65," Rp3,650,000 ",0.02," Rp20,000 ",Employment,Motorcycle,Suburban,2.09," Rp2,090,000 ",1.91," Rp1,910,000.00 "
18,12.23," Rp12,230,000 ",SHS,3,Owned,11.54," Rp11,540,000 ",8.14," Rp8,140,000 ",Student,Motorcycle,Suburban,17.31," Rp17,310,000 ",6.96," Rp6,960,000.00 "
44,1.36," Rp1,360,000 ",ES,3,Owned,0.49," Rp490,000 ",19.74," Rp19,740,000 ",Retired,No Vehicle,Urban,13.41," Rp13,410,000 ",4.87," Rp4,870,000.00 "
38,20.64," Rp20,640,000 ",Bachelor,1,Owned,16.97," Rp16,970,000 ",7.37," Rp7,370,000 ",Retired,Motorcycle,Urban,0.71," Rp710,000 ",5.92," Rp5,920,000.00 "
33,5.79," Rp5,790,000 ",ES,0,Leased,1.89," Rp1,890,000 ",21.37," Rp21,370,000 ",Student,No Vehicle,Suburban,0.42," Rp420,000 ",3.88," Rp3,880,000.00 "
61,2.01," Rp2,010,000 ",SHS,0,Parents,1.01," Rp1,010,000 ",25.1," Rp25,100,000 ",Employment,Motorcycle,Urban,1.68," Rp1,680,000 ",11.66," Rp11,660,000.00 "
57,6.68," Rp6,680,000 ",Diploma,2,Leased,2.43," Rp2,430,000 ",19.53," Rp19,530,000 ",Student,Motorcycle and Car,Urban,10.59," Rp10,590,000 ",0.33," Rp330,000.00 "
43,8.21," Rp8,210,000 ",SHS,5,Owned,3.98," Rp3,980,000 ",5.57," Rp5,571,492 ",Employment,Motorcycle and Car,Suburban,30.77," Rp30,770,000 ",6.93," Rp6,930,000.00 "
33,3.8," Rp3,800,000 ",SHS,2,Owned,2.82," Rp2,820,000 ",23.86," Rp23,860,000 ",Self-Employment,No Vehicle,Urban,0.00, Rp-   ,1.37," Rp1,370,000.00 "
45,10.89," Rp10,890,000 ",SHS,1,Leased,6.2," Rp6,200,000 ",30.32," Rp30,320,000 ",Self-Employment,Motorcycle and Car,Urban,9.39," Rp9,390,000 ",4.88," Rp4,880,000.00 "
18,1.82," Rp1,820,000 ",Bachelor,5,Parents,0.69," Rp690,000 ",23.82," Rp23,820,000 ",Retired,Motorcycle,Suburban,9.03," Rp9,030,000 ",13.0," Rp13,000,000.00 "
53,2.63," Rp2,630,000 ",Master,4,Leased,1.93," Rp1,930,000 ",33.43," Rp33,430,000 ",Employment,Motorcycle,Urban,1.86," Rp1,860,000 ",1.86," Rp1,860,000.00 "
27,1.49," Rp1,490,000 ",Bachelor,0,Contract,1.4," Rp1,400,000 ",58.84," Rp58,840,000 ",Self-Employment,Motorcycle,Urban,3.05," Rp3,050,000 ",16.62," Rp16,620,000.00 "
60,2.18," Rp2,180,000 ",ES,2,Parents,0.76," Rp760,000 ",2.16," Rp2,160,000 ",Unemployment,Motorcycle,Urban,7.75," Rp7,750,000 ",0.97," Rp970,000.00 "
34,2.36," Rp2,360,000 ",Bachelor,2,Owned,5.52," Rp5,516,578 ",47.38," Rp47,380,000 ",Employment,Motorcycle,Rural,4.09," Rp4,090,000 ",15.53," Rp15,530,000.00 "
40,13.48," Rp13,480,000 ",Bachelor,3,Owned,11.97," Rp11,970,000 ",6.39," Rp6,390,000 ",Retired,No Vehicle,Urban,1.72," Rp1,720,000 ",0.21," Rp210,000.00 "
24,1.41," Rp1,410,000 ",Diploma,2,Leased,1.08," Rp1,080,000 ",16.59," Rp16,590,000 ",Self-Employment,No Vehicle,Rural,5.61," Rp5,610,000 ",1.99," Rp1,990,000.00 "
61,3.79," Rp3,790,000 ",Bachelor,1,Owned,2.49," Rp2,490,000 ",57.07," Rp57,070,000 ",Employment,Motorcycle and Car,Rural,0.94," Rp940,000 ",5.99," Rp5,990,000.00 "
24,4.8," Rp4,800,000 ",Diploma,1,Leased,3.14," Rp3,140,000 ",19.36," Rp19,360,000 ",Unemployment,Car,Rural,8.68," Rp8,680,000 ",9.3," Rp9,300,000.00 "
61,12.45," Rp12,450,000 ",Master,2,Contract,7.49," Rp7,490,000 ",1.76," Rp1,760,000 ",Student,Car,Suburban,1.56," Rp1,560,000 ",0.91," Rp910,000.00 "
32,30.92," Rp30,920,000 ",Bachelor,4,Leased,12.68," Rp12,680,000 ",8.67," Rp8,673,751 ",Unemployment,No Vehicle,Urban,13.05," Rp13,050,000 ",13.61," Rp13,610,000.00 "
51,8.0," Rp8,000,000 ",Bachelor,1,Parents,2.97," Rp2,970,000 ",44.95," Rp44,950,000 ",Self-Employment,Motorcycle and Car,Rural,7.92," Rp7,920,000 ",0.85," Rp850,000.00 "
63,18.67," Rp18,670,000 ",SHS,0,Leased,10.79," Rp10,790,000 ",10.62," Rp10,620,000 ",Self-Employment,No Vehicle,Suburban,0.00, Rp-   ,3.97," Rp3,971,369.44 "
